,City Name,Country,Latitude,Longitude,Temperature(C),Humidity(%),Cloudiness(%),Wind Speed(MpH),Date
748,Pasni,PK,25.26,63.48,28.25,96,0,5.41,1526160182
749,Kirkwall,GB,58.98,-2.96,9.0,93,75,4.6,1526158200
750,Asyut,EG,27.18,31.19,24.0,36,0,2.1,1526158800
751,Strezhevoy,RU,60.73,77.6,2.0,69,0,5.0,1526157000
752,Marienburg,DE,52.12,9.98,18.03,72,0,3.1,1526158200
753,Pokhara,NP,28.21,83.99,14.13,67,92,1.26,1526160183
754,Tunceli,TR,39.11,39.55,11.98,93,75,0.91,1526158200
755,Las Vegas,US,36.17,-115.15,23.64,9,1,7.7,1526157300
756,Orlik,RU,52.51,99.83,0.15,98,80,0.96,1526160185
757,Kloulklubed,PW,7.04,134.26,25.97,94,75,2.6,1526158380
758,Dibulla,CO,11.27,-73.31,35.0,44,40,6.2,1526158800
759,Saint-Paul,FR,45.22,1.9,6.96,100,75,1.0,1526158800
760,Dalbandin,PK,28.9,64.41,19.68,25,0,3.06,1526160186
761,Kuzhener,RU,56.81,48.92,9.03,48,0,3.76,1526160186
762,Sao Teotonio,PT,37.51,-8.71,14.35,96,0,10.56,1526160186
763,Sisophon,KH,13.59,102.97,24.18,100,32,1.31,1526160187
764,Tarbert,GB,55.86,-5.42,10.01,75,44,4.6,1526158200
765,Skibbereen,IE,51.55,-9.27,7.0,87,40,2.6,1526158800
766,Sisimiut,GL,66.94,-53.67,3.83,92,80,1.61,1526160187
767,Isla Mujeres,MX,21.23,-86.73,28.0,78,90,4.6,1526157960
768,Lincoln,GB,53.23,-0.54,10.67,93,75,3.1,1526158200
769,Benghazi,LY,32.12,20.07,17.0,88,40,3.6,1526158800
770,Mankapur,IN,28.32,79.86,26.43,66,48,2.76,1526160189
771,Dharchula,IN,29.85,80.53,6.23,85,48,0.96,1526160189
772,Ojinaga,US,29.56,-104.41,34.25,13,100,2.71,1526160189
773,Tucumcari,US,35.17,-103.73,36.0,8,1,12.9,1526158380
774,Motala,SE,58.54,15.04,14.34,87,44,2.6,1526158200
775,San Quintin,PH,17.54,120.52,21.85,87,8,1.91,1526160190
776,Buraydah,SA,26.33,43.97,27.0,28,0,5.1,1526155200
777,Marzuq,YE,14.4,46.47,15.4,85,0,1.11,1526160191
778,Sasunik,AM,40.25,44.34,11.24,87,90,1.0,1526157000
779,Port Macquarie,AU,-31.43,152.91,15.0,54,75,5.7,1526158800
780,Shelburne,CA,44.08,-80.2,15.23,29,1,3.1,1526155200
781,Pozoblanco,ES,38.38,-4.85,15.0,51,0,2.6,1526158800
782,Charlottetown,CA,46.23,-63.13,10.0,37,75,4.6,1526155200
783,Riyadh,SA,24.63,46.72,36.0,7,0,8.7,1526155200
784,Meihekou,CN,42.54,125.69,8.88,85,0,2.91,1526160192
785,Ikon-Khalk,RU,44.32,41.92,8.63,89,12,3.06,1526160193
786,Upata,VE,8.02,-62.41,26.28,75,76,3.71,1526160193
787,Marsa Matruh,EG,31.35,27.25,19.0,82,40,3.6,1526158800
788,Jamkhed,IN,18.74,75.31,26.83,44,8,3.61,1526160194
789,Lazaro Cardenas,MX,28.39,-105.62,33.0,18,75,6.2,1526158320
790,Mobaye,CF,4.33,21.18,20.48,98,20,1.46,1526160195
791,Iranduba,BR,-3.28,-60.19,30.85,73,36,1.41,1526160196
792,Vilyuysk,RU,63.75,121.63,-3.53,71,0,1.96,1526160196
793,Piripiri,BR,-4.27,-41.78,25.53,91,8,1.16,1526160197
794,Feldkirchen an der Donau,AT,48.34,14.05,17.0,77,12,3.1,1526158200
795,Half Moon Bay,US,37.46,-122.43,23.68,38,20,5.7,1526158560
796,San Giovanni in Fiore,IT,39.25,16.7,18.0,88,20,3.6,1526158200
797,Dicabisagan,PH,17.08,122.42,25.08,100,92,0.31,1526160198
798,Oxchuc,MX,16.78,-92.34,22.13,74,20,1.06,1526160198
799,Okha,RU,53.59,142.95,0.73,93,0,6.16,1526160199
800,Vestmanna,FO,62.16,-7.17,7.0,87,0,2.1,1526158200
801,Tura,IN,25.52,90.21,19.58,92,0,0.86,1526160199
802,Moussoro,TD,13.64,16.49,27.33,24,8,3.21,1526160200
803,Longhua,CN,29.21,106.21,18.0,93,0,3.0,1526155200
804,Caraballeda,VE,10.61,-66.85,29.0,66,20,2.6,1526158800
805,Halifax,CA,44.65,-63.58,11.0,40,75,6.7,1526155200
806,Kitoy,RU,52.6,103.9,6.0,56,0,3.0,1526157000
807,Mazyr,BY,52.05,29.27,16.68,45,24,5.56,1526160201
808,Rafai,CF,4.95,23.92,21.08,100,80,1.41,1526160202
809,Turinsk,RU,58.04,63.7,1.25,56,8,3.06,1526160202
810,Spokane,US,47.66,-117.42,22.76,27,1,2.1,1526158560
811,Margate,AU,-43.03,147.26,10.0,87,40,4.1,1526158800
812,Komyshuvakha,UA,48.64,37.46,12.03,38,80,3.36,1526160203
813,Leh,IN,34.16,77.58,-9.5,88,80,0.31,1526160204
814,Mansa,IN,23.43,72.66,31.0,58,0,2.6,1526157000
815,Atagay,RU,55.1,99.39,5.93,96,68,2.31,1526160204
816,Monticello,US,45.31,-93.79,15.99,33,1,2.1,1526159760
817,Goure,NE,13.98,10.27,31.4,55,56,1.16,1526160205
818,Lichuan,CN,30.3,108.94,8.48,85,32,0.26,1526160205
819,Azogues,EC,-2.74,-78.85,19.0,55,75,2.6,1526158800
820,Nieuw Amsterdam,SR,5.88,-55.08,26.57,88,40,3.1,1526155200
821,Zmeinogorsk,RU,51.15,82.2,5.28,80,0,1.16,1526160206
822,Port Augusta,AU,-32.49,137.76,14.0,76,90,4.6,1526158800
823,Odessa,US,31.85,-102.37,36.94,11,56,3.6,1526157300
824,Seydi,NE,13.34,7.75,30.4,42,76,4.36,1526160207
825,Senanga,ZM,-16.1,23.3,20.38,53,12,3.76,1526160208
826,Dhidhdhoo,MV,6.88,73.1,28.35,100,36,7.06,1526160208
827,Te Anau,NZ,-45.41,167.72,-2.65,83,0,1.06,1526160208
828,Gladstone,AU,-23.84,151.26,10.23,100,12,3.71,1526160209
829,Dori,BF,14.03,-0.03,31.35,28,88,3.56,1526160209
830,Tirodi,IN,21.68,79.73,27.03,51,8,3.01,1526160210
831,Touho,NC,-20.78,165.23,21.35,98,100,1.66,1526160210
832,Bahia Blanca,AR,-38.72,-62.27,14.18,72,12,2.56,1526160186
833,Tbilisi,GE,41.69,44.8,14.0,87,90,2.6,1526157000
834,Synya,RU,65.37,58.04,-1.48,86,44,1.41,1526160211
835,San Juan Bautista,PY,-26.67,-57.15,20.48,69,0,1.46,1526160211
836,Parakai,NZ,-36.66,174.44,18.0,93,88,1.5,1526158800
837,San Jose,PH,15.79,120.99,22.1,93,24,0.96,1526160213
838,Stupino,RU,54.89,38.08,15.0,47,0,3.0,1526157000
839,Beyneu,KZ,45.32,55.19,19.58,46,0,3.31,1526160214
840,Lardos,GR,36.09,28.02,20.0,77,20,5.1,1526158200
841,Waingapu,ID,-9.65,120.26,24.65,80,20,4.36,1526160215
842,Atar,MR,20.52,-13.05,23.4,23,0,1.41,1526160215
843,Thibodaux,US,29.8,-90.82,29.25,66,75,7.2,1526158560
844,Yushan,CN,31.68,118.49,17.0,100,20,1.0,1526155200
845,Ballina,IE,54.11,-9.15,6.0,81,40,2.6,1526157000
846,Surenavan,AM,39.75,44.8,12.36,87,90,1.0,1526157000
847,Dandong,CN,40.12,124.37,5.78,89,36,1.16,1526160217
848,Kiama,AU,-34.67,150.86,13.0,62,90,6.7,1526155200
849,Yuzawa,JP,39.05,140.54,12.1,68,92,0.96,1526160218
850,Sayyan,YE,15.17,44.32,12.75,41,0,1.76,1526160218
851,Chepareria,KE,1.32,35.2,12.35,94,20,0.61,1526160219
852,Santa catarina de Tepehuanes,MX,25.34,-105.72,24.23,30,92,1.46,1526160219
853,Nowa Sol,PL,51.8,15.72,15.0,93,0,1.5,1526158800
854,Naryan-Mar,RU,67.67,53.09,-0.6,90,48,5.31,1526160220
855,Takaka,NZ,-40.86,172.81,11.43,100,88,5.66,1526160220
856,Mont-de-Marsan,FR,43.89,-0.5,9.3,81,0,2.1,1526158800
857,Padang,ID,-0.92,100.36,27.53,100,88,1.86,1526160221
858,Tateyama,JP,36.66,137.31,10.48,81,48,0.86,1526160221
859,Krasnoye,RU,44.87,39.46,14.0,67,40,1.0,1526157000
860,Ukiah,US,39.15,-123.21,28.0,18,1,2.1,1526158560
